,H1_minvar,H2_minvar,H3_minvar,H4_minvar,H1_maxsnr,H2_maxsnr,H3_maxsnr,H4_maxsnr,H1_random,H2_random,H3_random,H4_random,longonly
0,0.5419203855351957,0.2604125010974781,0.331039037877544,0.20028457875433547,0.6359248011568245,0.49243567700381224,0.38363349168708927,0.6159938507617646,0.634675517631922,0.33054777827297094,0.38826632482322826,0.5498998025552035,True
1,0.6664258679655891,0.4636724029267759,0.5407455913071202,0.7254524221278049,0.7935136390048776,0.8541478630983157,0.6292459356030792,0.9357152467711598,0.6299464966614657,0.41494364814772416,0.427641132730782,0.4637497025894067,False
2,0.6422530841976787,0.27892522155809274,0.3652703688884721,0.45240934044130166,0.7476863228557747,0.5690094554911108,0.43206602707882025,0.8196574479020273,0.7308098161036374,0.3745990735243552,0.4589016891281128,0.5807831926377904,True
3,0.5206151360077388,0.5917079009564787,0.36622977704851195,0.8884121617592788,0.5365830954743375,0.8359059442966416,0.26364317051463176,0.8767450719825125,0.6295501969666154,0.4106736664184032,0.40842630494425197,0.48510440575857294,False
4,0.6179881292303239,0.2288368568378946,0.3713851008399666,0.23779451631030568,0.5542878943785786,0.7076218691020536,0.23153964120029039,0.8639099110415942,0.3864262889652562,0.2840291291218923,0.13908993273101983,0.37982254173706875,True
5,0.6356681141776861,0.27191476179321794,0.3422830485808989,0.47263030846957843,0.6025639103706045,0.8688241376337088,0.4758677147370037,0.922843885282624,0.5877683761290107,0.40191849536115276,0.3783326792376044,0.43791579703152067,False
6,0.5828418463599445,0.7998674094548932,0.25124872995345815,0.7931868375716662,0.5454520523432803,0.7146207926040219,0.3704717362278242,0.7498680372275492,0.502493779417926,0.521037766699052,0.277542131791464,0.6744443718358635,True
7,0.5807878862014392,0.7367570557849632,0.39843522431524775,0.8233432514375618,0.7104617484543472,0.871870181448117,0.5757972484029664,0.9215538240453418,0.6176874942522937,0.449468965701029,0.4076524787523058,0.45195302900244017,False
8,0.5986736991649153,0.45899418525898206,0.4122561936453135,0.6151978136727068,0.5578624863888016,0.5828482441324562,0.2779855788725361,0.7713546646105256,0.5583231210030711,0.5238308102442274,0.4128327101292405,0.6212203652628641,True
9,0.490878259138224,0.4164858829066445,0.3377900506320686,0.18777649560930065,0.7857739087738547,0.8133919197405365,0.33193478466153536,0.9466124051444986,0.6097906002772208,0.41861738607872684,0.4179716900791146,0.45156859839181823,False
10,0.5674714022440457,0.4710327853279172,0.5103884921916904,0.5861572876849221,0.7013694107811924,0.5612110930509298,0.5213251772609769,0.678358329219543,0.5339736525210499,0.4584662560662942,0.4427907322219058,0.4179683376082606,True
11,0.5992611010081133,0.6512648912610085,0.3962932753347625,0.8178346556782348,0.6241717315576413,0.8415124397718109,0.40892447330803205,0.9527252797745995,0.5668552920576095,0.402460870538174,0.3752122376767867,0.41794570044856494,False
12,0.6477494135237996,0.3434334650267305,0.41694704395676135,0.4173550052373862,0.547569649219903,0.7173200359904066,0.29157744729043356,0.47141589463307065,0.6333975000382136,0.22709117047757568,0.3427581619712856,0.30778798310150124,True
13,0.693967175587636,0.41450524968856445,0.4017083259409536,0.2714408502044392,0.702444702765931,0.7949998798958767,0.4345148439914058,0.9449457991260308,0.6045529432797913,0.3758298733768821,0.379919373365698,0.42419475674113444,False
14,0.6802565396419676,0.631338271978422,0.4709886163599192,0.39467686190073437,0.684254783800908,0.7857456796841783,0.569203463745773,0.57102801845281,0.5487966891163485,0.5327300814171068,0.42395360272817234,0.3980551672731264,True
15,0.6181320976819605,0.577584384066975,0.4646471598228396,0.483929691660661,0.6840488852119117,0.8651378051974671,0.46965639146123905,0.9038712781388978,0.5964721355860516,0.4311839050206873,0.3949171464748338,0.4498444702089967,False
16,0.49566109670465774,0.25834000875767776,0.3134535166854514,0.2763289907558346,0.47611240327117127,0.4794536541983193,0.2124488845576422,0.4334819203963418,0.5844428185726994,0.23119975462605502,0.27812471126905275,0.2866004797039401,True
17,0.6040574999643289,0.583207227316702,0.3733138647365958,0.8133527900407405,0.6539234381636861,0.6964611392646441,0.4303899194145057,0.8571021306351134,0.5771369868086754,0.3319487396395251,0.3417221140936912,0.39474019736441224,False
18,0.45312623140118397,0.48476971498404614,0.33677447966402,0.5448217369998325,0.6363227652119436,0.5977832045564754,0.4480422510026765,0.6114060165253701,0.6560041033532606,0.38268890109564024,0.37996986575456765,0.5791443511553929,True
19,0.633722978143825,0.5364684054135386,0.42024948031214454,0.7307560927043693,0.7555509373759235,0.8211485220946707,0.5720453925224595,0.902869485176369,0.6182292542940788,0.4099050728012835,0.3945850441130618,0.47010301297302165,False
20,0.5741885684108756,0.5246002342442068,0.4602366159532825,0.4603703958205576,0.5664163667613177,0.5680913251877052,0.4117578613738738,0.5279154706307976,0.6251368169051374,0.48976955171792863,0.47369769209456847,0.5736686302472599,True
21,0.623273730956729,0.62228344392578,0.32892732713224726,0.6418281203024088,0.37464258436882514,0.8447222118662085,0.08887367378538852,0.9145040230853971,0.6112045173392684,0.44415437646137546,0.4434983819622473,0.4905033111907015,False
22,0.650323692352214,0.5048550469057164,0.46643942472043504,0.5310652853641376,0.5908109369759837,0.512446711587725,0.37307767788750557,0.5619126240698211,0.5550318858187326,0.3280722028376977,0.38054128681393035,0.4603534154185242,True
23,0.7099502431730647,0.6593154979242822,0.4569508027378673,0.7905941317198923,0.6344715175559955,0.8335591539909779,0.3307948247361422,0.9358683271215678,0.5756481562829133,0.36855547136521094,0.38169730493954385,0.4497199417027686,False
24,0.4224730126542568,0.32258864110989943,0.12851333942048485,0.23333327312942198,0.5337552220708001,0.7884595495244026,0.4145942388757372,0.9045839509847255,0.533796129129227,0.5978592395502005,0.29592886732268275,0.7068647013591163,True
25,0.4189152292102345,0.6558519008662368,0.07314131312623236,0.5219103985226294,0.7180486668821355,0.8730962403631104,0.5260307006372108,0.8854399764026017,0.6033298254364345,0.48302532627444444,0.4322004492386101,0.5199609832402949,False
26,0.7439811078420855,0.5645284087057778,0.5361404113849018,0.5272043734343437,0.566342659206394,0.655089230617045,0.38621678915030705,0.5939163224567618,0.655087159570547,0.41519763705949037,0.42853523581827596,0.3777845236344026,True
27,0.6018358424765751,0.8048143521612703,0.3238267955452731,0.9510077659884661,0.6721497433129373,0.855718567874225,0.4672286827161808,0.929708501154481,0.607400371580275,0.408118805776423,0.41044122361479257,0.44597472335342553,False
28,0.46441179759067225,0.3551102090710328,0.19376372108904122,0.6422802865137642,0.4637177280899455,0.41079129122932073,0.10454029404885418,0.5703763949544096,0.5263442836564312,0.30112580542684797,0.29660558196192194,0.4937008678448265,True
29,0.5357090993397732,0.4848957272144053,0.2685961642424914,0.6063000900020392,0.7002872755486848,0.8488146537924156,0.4222198413273531,0.9514414412743468,0.5806990888408858,0.3699667438555783,0.3729888573067414,0.45749329715539877,False
30,0.4939920003095164,0.4863510297440523,0.2522798646643345,0.6136479778828288,0.5918228752334477,0.7717037026288089,0.4051692056936633,0.6794431712511824,0.6529850485512085,0.3643190879364118,0.4310047450169955,0.39298601516341336,True
31,0.7974592116021318,0.7269878759818629,0.599144293433484,0.7078614945320914,0.807481358084857,0.8463496753397665,0.566917316945399,0.9693972324044509,0.6199481459982292,0.42205227691257585,0.42189424862494873,0.4452955511725687,False
32,0.4774128364438092,0.12391986519875957,0.3099043582039511,0.5423947028634046,0.5104522591648128,0.5754083831049178,0.25226522976806176,0.8446084926472199,0.560248208487047,0.39609670794294527,0.3407842294375032,0.5884435744699692,True
33,0.7438156374067831,0.8190279414325742,0.5743032457133945,0.7702201569803884,0.7178864788803099,0.8550263287608709,0.5579889638259163,0.9214500109505543,0.5988167266260435,0.4284055368260405,0.4016569788364809,0.4783020075079485,False
34,0.6522469931785221,0.4316101152323133,0.38023102624703703,0.5155037773482145,0.6374335139257439,0.7115325547263001,0.40839720201950536,0.5443626298070798,0.5905238144327045,0.46054605864961884,0.4007873270316719,0.32900169037642707,True
35,0.47252452362742897,0.713762680885009,0.2284108080578044,0.8205245647587707,0.6119535431109249,0.8902044714005464,0.4048678459649648,0.9072450041252527,0.6051333502040116,0.41561831769574653,0.4196735865685977,0.4534689769102296,False
36,0.6091714139557862,0.5641122817880138,0.4900152237573345,0.6534368247906763,0.6482271866996213,0.7656677614726428,0.42122397203210094,0.5332369087751623,0.5861853554187484,0.47144630311071306,0.42999558620445494,0.49507527442925764,True
37,0.6085001520917513,0.8564979403308633,0.46232437267445714,0.8941569477514437,0.5906541697087175,0.8723863189148828,0.45112336576702444,0.9159101244391108,0.5733703897311621,0.40383942926662686,0.3711589069322357,0.418046392379779,False
38,0.5520118252245169,0.6608812126514614,0.18015152624879185,0.39610024604732486,0.4686943604255114,0.7385867317873953,0.3458195241036017,0.7951939102608092,0.5159763895609717,0.37065923520837496,0.2575494971343749,0.30996147451097766,True
39,0.5100759334690579,0.7839171307025365,0.2958883606745181,0.8777074065487753,0.4880063708434042,0.8539857600894464,0.2030949980414286,0.92053740814858,0.6064311221802624,0.40426849701361367,0.38311939939983736,0.4264781761406353,False
40,0.7102715130947446,0.3809876882195743,0.5332535578760008,0.6057657496392421,0.6435878305644709,0.7357089679433776,0.48378035600313674,0.6844470328362295,0.7150066543010909,0.5916493813436439,0.6068531124798194,0.717998099621273,True
41,0.5929029958878549,0.5485397213858448,0.4562189153193716,0.4681553157326417,0.7118402974310997,0.8766535318659744,0.6695474982066756,0.9150009285689067,0.640304763276167,0.4637908694766514,0.4591835871098273,0.5154551088301188,False
42,0.4302030457252908,0.20939857680634835,0.16340997287820488,0.5010217495988787,0.7246706942397899,0.6728746626193808,0.5566154088194113,0.830708819432894,0.49802731883122403,0.30065674427206734,0.2887657604890644,0.3701416444980965,True
43,0.714493116623184,0.7957591471429074,0.4882841966346315,0.904456355818934,0.5148916422116059,0.8633655848596645,0.24135193127128665,0.9375495196187971,0.5990198825661915,0.3946583983604839,0.3902526539319644,0.45413513041033593,False
44,0.6480055485805025,0.6163228531631257,0.5080880915689412,0.543970656164968,0.5724114504279563,0.6561808752719704,0.40744597692183365,0.9645708004877211,0.6099707945706824,0.5916510044745833,0.43393451177556625,0.2748075144892279,True
45,0.5491157191345092,0.510037297695255,0.5039737940897056,0.42348590172692857,0.4561237446651015,0.8876172891556897,0.3971207275064779,0.9491984045390067,0.600828994684523,0.42727380125331665,0.3913998594858003,0.45393521458233954,False
46,0.6519351721231333,0.5712022885260168,0.45052864606094023,0.5680119375999153,0.5539691748507235,0.7127914198872027,0.43167570182005616,0.5186910937833327,0.7761776869229224,0.5293630452482512,0.5573107628911337,0.4568257858231167,True
47,0.6896967750786129,0.8499367462047778,0.5515553589587349,0.8818158990000402,0.5675274353255205,0.8628291099240718,0.3750362945033534,0.9109964965471227,0.6447056099802899,0.4540978104101124,0.4513835639148883,0.49844975210317904,False
48,0.7626863479795328,0.6071653270832166,0.6285776283525937,0.5687900609563634,0.6086871446036868,0.5630017106869922,0.3378593378453544,0.7484913333473846,0.692780992165638,0.37013388950354353,0.36607862002067487,0.5266489795635345,True
49,0.8161213824515867,0.37954079837447524,0.6470919263878808,0.5410900629593764,0.5393778282371346,0.8784082250260297,0.4091259577173332,0.9238567589807476,0.6009779247960105,0.3899766851230275,0.37106334174928945,0.5147770153099979,False
50,0.6703207683659008,0.6459005635189963,0.5572706259826591,0.71497478422476,0.7484011002085654,0.738984918155548,0.5236744306027787,0.8394988254295148,0.7470171338350702,0.37052016801028453,0.4707832315802827,0.38433737081097313,True
51,0.7036148933104418,0.856983727116962,0.6456175246177778,0.9149708120947442,0.7706460713046653,0.8705449332653054,0.6275255822543377,0.8911798529599724,0.6228915270018149,0.4060182298182154,0.41995566897937914,0.45450194637920205,False
52,0.5138356634709853,0.42529258556056393,0.3272620600821164,0.7885238606111797,0.6149410327280985,0.7594389192295714,0.4892803856813297,0.809039936612967,0.5809269348177634,0.5824981019331564,0.5054056278266043,0.642043589465882,True
53,0.4441911805003962,0.8844034996678029,0.24264510208614162,0.9731333234671222,0.5599570039925729,0.8848399559232991,0.4830794613787096,0.9062200493983184,0.5972895133219589,0.41276284508533917,0.4055194043662295,0.4713773921403961,False
54,0.6764357548395703,0.264077811413496,0.393190568553877,0.30726301959580127,0.6758237515145904,0.5696352622091275,0.489919262828459,0.7415770723879571,0.6980661923078308,0.5023832349212235,0.45703442580232506,0.5320996291306214,True
55,0.6718299090608605,0.5884207042076262,0.5193058386483914,0.5990416982282047,0.580615995573458,0.8576032555494488,0.30868478953446143,0.907760700174415,0.6399570713287908,0.4678402960142218,0.4490594127120257,0.5178148862858466,False
56,0.5015075191594662,0.6956166031726081,0.24498608070686573,0.7165029176899831,0.7542458774522777,0.8129912249565585,0.5448480542955404,0.8877989646774274,0.550052845510838,0.4989498051416078,0.36554561060981366,0.6696661243282601,True
57,0.7737010241064592,0.8359727183102702,0.6277275737500699,0.8539839278489927,0.7702739603439145,0.8764853227179181,0.6438272174942703,0.9276492103334668,0.602662067233688,0.48594490895575126,0.41667666551401833,0.518236974161936,False
58,0.7599593238171223,0.5969528129984012,0.5232419537856406,0.5991290539877374,0.8021028890184234,0.6518003547332397,0.5863989042792956,0.7962409897695215,0.803436056740098,0.42499490561102404,0.48951762073956395,0.4192572803472489,True
59,0.6834227287992635,0.7429790233449037,0.6314643859573168,0.8221807742841354,0.7684346959806804,0.840681020699589,0.5988233768915443,0.9161440823057048,0.6563617508543804,0.39556559518860707,0.4155001020888873,0.43790522188513126,False
60,0.45244325307274,0.42884737453257316,0.19673583179321819,0.3039119930019858,0.4645519747935522,0.66945769663372,0.2378803152619619,0.7207779150130058,0.5557857814919539,0.4435450494771719,0.4500372454361813,0.421495003922957,True
61,0.4143851045702106,0.6092151879956827,0.2741670527099402,0.7054592963228639,0.5745640197113899,0.8617901423493932,0.32856460863886655,0.9224640604286645,0.606174337315874,0.41399929093240745,0.41500045961013105,0.4386783916054623,False
62,0.6735500992434469,0.4493692721752148,0.36673118971364527,0.5181944552186555,0.584694074611055,0.5797663994965028,0.1843347942989154,0.649175632369132,0.6559407199786796,0.5490914566449693,0.4008957286734998,0.5989700315110281,True
63,0.4973500455465842,0.46244548074352837,0.25422332015913485,0.7286941461142029,0.6217717179966902,0.8459270352823007,0.275989262060779,0.8809995009372769,0.6347026888052126,0.4349743254097569,0.3863371678482168,0.5332454163210442,False
64,0.7475640684643418,0.427258653573787,0.4014281472561667,0.6043210005747306,0.5281802503077871,0.684174375215558,0.17863384419403677,0.8130262880837864,0.46957640000540224,0.3937394994059981,0.28835776697582466,0.469034601292105,True
65,0.5288541712243033,0.6783764412971015,0.1961492849627326,0.8447918320374694,0.5938561132796347,0.8300608797285827,0.4577358152530627,0.9278339601622427,0.5554484273821687,0.38889889917479864,0.3505467193153085,0.41569999692966114,False
66,0.6724328514294762,0.32970718126760984,0.4010625708081691,0.3642792874468648,0.5538640238829209,0.6480581178100168,0.37197937990610946,0.7364949579595994,0.5754073853908764,0.45944039398512576,0.37104442044634117,0.628363328500736,True
67,0.6612788651471175,0.7015829284369774,0.5265459105939369,0.7670965787902477,0.4660980245771219,0.8099812360597196,0.36362361038165786,0.8948906371983498,0.5883879676868591,0.4291698276916061,0.39368244853772205,0.5051314633947541,False
68,0.4854138197732027,0.19648617444563699,0.2893591590915699,0.19045780926025602,0.5946553728377149,0.724737064215463,0.3202287971914566,0.9024008269575043,0.4900161346669053,0.4529182018330519,0.21370004284441146,0.4144670598509018,True
69,0.750354756474685,0.8180572929113633,0.573608030390323,0.9022612554998284,0.5481392823328736,0.870137833738316,0.1625163652558902,0.9336779738706507,0.6047735122189891,0.4328055371369908,0.40676234725436533,0.45063209708933516,False
70,0.7636415427833663,0.45355698400014255,0.5050656106550592,0.5166823994886274,0.6489372707484954,0.7336612562871725,0.21504720011398473,0.6586468129812451,0.7091050231637497,0.47877602709858064,0.3989734366021789,0.3954697947506373,True
71,0.42576778059253934,0.7285104814560729,0.22738098712567537,0.47066569840408423,0.5783432061309811,0.8922736098825294,0.40249633364900256,0.9375433789705641,0.6632451555906472,0.46691544635528653,0.44240366980596463,0.4856101743668115,False
72,0.7395138497661279,0.4609413271649718,0.5148643062201733,0.4156487867080423,0.6260007714731786,0.5337597101877886,0.43249281194530315,0.7004249480460669,0.5681253616311497,0.4573132633360826,0.38355532104738643,0.3914999229279179,True
73,0.7202188986036209,0.45188573030056933,0.4483000533262833,0.5790327533151403,0.6569723425286049,0.8121869626519402,0.5950994634243425,0.8495549236157465,0.5901188346885707,0.4199780273162003,0.41319809724958007,0.4390224101989205,False
